Date,Open,High,Low,Close,Adj Close,Volume,Report_ID,neg,neu,pos,compound,Report_Type,Open_Close_Diff,Close_Open_Diff
2014-08-20,4.824999809265137,4.847499847412109,4.800000190734863,4.8125,4.601842880249023,22146800,0001045810-14-000158,0.037,0.832,0.131,1.0,10-Q,-0.012499809265136719,-0.012499809265136719
2014-11-19,5.025000095367432,5.039999961853027,4.949999809265137,5.002500057220459,4.803771018981934,24030000,0001045810-14-000188,0.039,0.853,0.108,1.0,10-Q,-0.022500038146972656,-0.022500038146972656
2015-03-12,5.664999961853027,5.707499980926514,5.559999942779541,5.667500019073486,5.463307857513428,40697200,0001045810-15-000036,0.037,0.822,0.14,1.0,10-K,0.0025000572204589844,0.0025000572204589844
2015-05-20,5.262499809265137,5.324999809265137,5.255000114440918,5.260000228881836,5.093959808349609,19682400,0001045810-15-000097,0.031,0.86,0.109,1.0,10-Q,-0.0024995803833007812,-0.0024995803833007812
2015-08-19,5.762499809265137,5.827499866485596,5.684999942779541,5.747499942779541,5.58949089050293,24924800,0001045810-15-000143,0.034,0.805,0.161,1.0,10-Q,-0.014999866485595703,-0.014999866485595703
2015-11-18,7.602499961853027,7.767499923706055,7.519999980926514,7.757500171661377,7.572881698608398,35021600,0001045810-15-000173,0.03,0.87,0.1,1.0,10-Q,0.1550002098083496,0.1550002098083496
2016-03-17,8.244999885559082,8.28499984741211,8.092499732971191,8.204999923706055,8.038911819458008,35368000,0001045810-16-000205,0.037,0.837,0.126,1.0,10-K,-0.039999961853027344,-0.039999961853027344
2016-05-25,11.375,11.422499656677246,11.202500343322754,11.292499542236328,11.092639923095703,45807600,0001045810-16-000275,0.031,0.867,0.102,1.0,10-Q,-0.08250045776367188,-0.08250045776367188
2016-08-23,15.760000228881836,15.829999923706055,15.682499885559082,15.727499961853027,15.477619171142578,33976400,0001045810-16-000300,0.028,0.877,0.095,1.0,10-Q,-0.032500267028808594,-0.032500267028808594
2016-11-22,23.325000762939453,23.434999465942383,23.094999313354492,23.412500381469727,23.040523529052734,33036800,0001045810-16-000353,0.029,0.872,0.099,1.0,10-Q,0.08749961853027344,0.08749961853027344
2017-03-01,25.947500228881836,26.092500686645508,25.27750015258789,25.697500228881836,25.359045028686523,50480400,0001045810-17-000027,0.037,0.802,0.162,1.0,10-K,-0.25,-0.25
2017-05-23,34.92499923706055,34.9474983215332,33.9275016784668,34.25749969482422,33.84189987182617,68124800,0001045810-17-000075,0.035,0.866,0.099,1.0,10-Q,-0.6674995422363281,-0.6674995422363281
2017-08-23,40.29999923706055,41.5625,40.212501525878906,41.45000076293945,40.98320388793945,57952000,0001045810-17-000123,0.032,0.878,0.09,1.0,10-Q,1.1500015258789062,1.1500015258789062
2017-11-21,53.92250061035156,54.130001068115234,53.599998474121094,54.01250076293945,53.40422439575195,39917600,0001045810-17-000172,0.032,0.878,0.091,1.0,10-Q,0.09000015258789062,0.09000015258789062
2018-02-28,61.625,62.025001525878906,60.38249969482422,60.5,59.89742660522461,52311600,0001045810-18-000010,0.031,0.872,0.097,1.0,10-K,-1.125,-1.125
2018-05-22,61.19499969482422,61.45000076293945,60.0625,60.67499923706055,60.0706787109375,51826400,0001045810-18-000080,0.03,0.876,0.094,1.0,10-Q,-0.5200004577636719,-0.5200004577636719
2018-08-16,65.4749984741211,65.5,63.752498626708984,64.36000061035156,63.75836181640625,80126000,0001045810-18-000114,0.028,0.889,0.082,1.0,10-Q,-1.1149978637695312,-1.1149978637695312
2018-11-15,49.23749923706055,51.32500076293945,48.875,50.59749984741211,50.151947021484375,84070800,0001045810-18-000150,0.028,0.889,0.083,1.0,10-Q,1.3600006103515625,1.3600006103515625
2019-02-21,39.76499938964844,40.01250076293945,38.79499816894531,38.942501068115234,38.63819885253906,44854800,0001045810-19-000023,0.031,0.867,0.101,1.0,10-K,-0.8224983215332031,-0.8224983215332031
2019-05-16,39.84000015258789,40.477500915527344,39.412498474121094,40.04750061035156,39.775516510009766,78108800,0001045810-19-000079,0.031,0.877,0.092,1.0,10-Q,0.20750045776367188,0.20750045776367188
2019-08-15,37.70750045776367,37.907501220703125,36.84749984741211,37.192501068115234,36.98207473754883,47720000,0001045810-19-000144,0.028,0.879,0.094,1.0,10-Q,-0.5149993896484375,-0.5149993896484375
2019-11-14,52.23249816894531,52.470001220703125,51.630001068115234,52.4474983215332,52.20237731933594,51808000,0001045810-19-000170,0.029,0.879,0.092,1.0,10-Q,0.21500015258789062,0.21500015258789062
2020-02-20,78.19249725341797,79.08000183105469,74.0875015258789,77.17500305175781,76.87100982666016,81005200,0001045810-20-000010,0.03,0.871,0.099,1.0,10-K,-1.0174942016601562,-1.0174942016601562
2020-05-21,90.51499938964844,90.5250015258789,87.375,87.75250244140625,87.4591064453125,76106800,0001045810-20-000065,0.031,0.87,0.099,1.0,10-Q,-2.7624969482421875,-2.7624969482421875
2020-08-19,122.96499633789062,123.1500015258789,120.9800033569336,121.38500213623047,121.03437042236328,62262400,0001045810-20-000147,0.026,0.886,0.088,1.0,10-Q,-1.5799942016601562,-1.5799942016601562
2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,133.93966674804688,51092400,0001045810-20-000189,0.028,0.882,0.09,1.0,10-Q,-0.364990234375,-0.364990234375
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.83016967773438,50093200,0001045810-21-000010,0.03,0.873,0.098,1.0,10-K,-0.3799896240234375,-0.3799896240234375
2021-05-26,157.34249877929688,157.9375,155.8625030517578,157.0,156.6936798095703,37044000,0001045810-21-000064,0.026,0.877,0.097,1.0,10-Q,-0.342498779296875,-0.342498779296875
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,207.8014373779297,67574100,0001045810-21-000131,0.026,0.874,0.101,1.0,10-Q,8.25,8.25
2021-11-22,335.1700134277344,346.4700012207031,319.0,319.55999755859375,319.0658874511719,75433500,0001045810-21-000163,0.027,0.89,0.083,1.0,10-Q,-15.610015869140625,-15.610015869140625
2022-03-18,247.99000549316406,265.69000244140625,246.24000549316406,264.5299987792969,264.19830322265625,73071900,0001045810-22-000036,0.032,0.858,0.11,1.0,10-K,16.539993286132812,16.539993286132812
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,187.8740997314453,73837900,0001045810-22-000079,0.028,0.887,0.085,1.0,10-Q,6.25,6.25
2022-08-31,153.83999633789062,155.39999389648438,149.58999633789062,150.94000244140625,150.78257751464844,57371000,0001045810-22-000147,0.029,0.888,0.083,1.0,10-Q,-2.899993896484375,-2.899993896484375
2022-11-18,159.66000366210938,160.02000427246094,151.1999969482422,154.08999633789062,153.97503662109375,49207200,0001045810-22-000166,0.028,0.889,0.083,1.0,10-Q,-5.57000732421875,-5.57000732421875
2023-02-24,232.25,234.74000549316406,229.47000122070312,232.86000061035156,232.7458038330078,58971600,0001045810-23-000017,0.031,0.859,0.11,1.0,10-K,0.6100006103515625,0.6100006103515625
2023-05-26,378.8999938964844,391.70001220703125,375.5,389.4599914550781,389.3351135253906,71439700,0001045810-23-000093,0.03,0.888,0.083,1.0,10-Q,10.55999755859375,10.55999755859375
2023-08-28,464.82000732421875,469.79998779296875,448.8800048828125,468.3500061035156,468.248291015625,68519200,0001045810-23-000175,0.029,0.889,0.083,1.0,10-Q,3.529998779296875,3.529998779296875
2023-11-21,501.260009765625,505.1700134277344,492.2200012207031,499.44000244140625,499.3726501464844,56574700,0001045810-23-000227,0.027,0.892,0.081,1.0,10-Q,-1.82000732421875,-1.82000732421875
2024-02-21,680.0599975585938,688.8800048828125,662.47998046875,674.719970703125,674.6882934570312,69029800,0001045810-24-000029,0.033,0.867,0.101,1.0,10-K,-5.34002685546875,-5.34002685546875
